attack,fpr,mean_tpr,sample_std_tpr
compression_rate,0.768,0.7981770833333334,0.030341615098257925
compression_rate,0.77,0.8020833333333334,0.02658929408419549
compression_rate,0.772,0.8020833333333334,0.02658929408419549
compression_rate,0.774,0.8046875,0.024394523431243743
compression_rate,0.776,0.8046875,0.024394523431243743
compression_rate,0.778,0.8111979166666666,0.022211877746395808
compression_rate,0.78,0.8111979166666666,0.022211877746395808
compression_rate,0.782,0.8151041666666666,0.023545756927116045
compression_rate,0.784,0.8151041666666666,0.023545756927116045
compression_rate,0.786,0.8177083333333334,0.023867581744561665
compression_rate,0.788,0.8177083333333334,0.023867581744561665
